nameFirst,nameLast,weight,debut,height,finalGame,baseball_ref_url,birthCity,birthState,birthYear,lat,long
Dave,Trembley,,,,,http://www.baseball-reference.com/players/t/trembda99.shtml,Carthage,NY,1951,43.985223,-75.603711
Jack,Reis,160,1911-09-09,70,1911-10-04,http://www.baseball-reference.com/players/r/reisja01.shtml,Carthage,OH,1891,39.1960281,-84.4786182
Jacke,Davis,160,1962-04-19,71,1962-07-19,http://www.baseball-reference.com/players/d/davisja01.shtml,Carthage,TX,1936,32.152046,-94.337111
Frank,Brower,180,1920-08-14,74,1924-09-24,http://www.baseball-reference.com/players/b/browefr01.shtml,Cartharpin,VA,1893,,
Bob,Thorpe,190,1951-04-19,73,1953-09-27,http://www.baseball-reference.com/players/t/thorpbo01.shtml,Caryville,FL,1926,30.775167,-85.811916
Red,Faber,180,1914-04-17,74,1933-09-20,http://www.baseball-reference.com/players/f/faberre01.shtml,Cascade,IA,1888,42.301921,-91.004582
Colin,Rea,220,2015-08-11,77,2015-09-09,http://www.baseball-reference.com/players/r/reaco01.shtml,Cascade,IA,1990,42.301921,-91.004582
Steamboat,Williams,170,1914-07-12,71,1916-10-01,http://www.baseball-reference.com/players/w/willist01.shtml,Cascade,MT,1892,47.270847,-111.703374
Larry,Doyle,165,1907-07-22,70,1920-10-02,http://www.baseball-reference.com/players/d/doylela01.shtml,Caseyville,IL,1886,38.630282,-90.034097
Tom,Browning,190,1984-09-09,73,1995-05-19,http://www.baseball-reference.com/players/b/brownto05.shtml,Casper,WY,1960,42.843650,-106.320580
Mike,Devereaux,195,1987-09-02,72,1998-04-17,http://www.baseball-reference.com/players/d/devermi01.shtml,Casper,WY,1963,42.843650,-106.320580
Dan,Spillner,190,1974-05-21,73,1985-10-05,http://www.baseball-reference.com/players/s/spillda01.shtml,Casper,WY,1951,42.843650,-106.320580
Larry,MacPhail,,,,,http://www.baseball-reference.com/players/m/macphla99.shtml,Cass City,MI,1890,43.6008515,-83.1746692
Clete,Boyer,165,1955-06-05,72,1971-05-23,http://www.baseball-reference.com/players/b/boyercl02.shtml,Cassville,MO,1937,36.678851,-93.867772
Simmy,Murch,220,1904-09-20,74,1908-05-22,http://www.baseball-reference.com/players/m/murchsi01.shtml,Castine,ME,1880,44.393981,-68.806019
Larry,Foss,187,1961-09-18,74,1962-09-28,http://www.baseball-reference.com/players/f/fossla01.shtml,Castleton,KS,1936,37.8677904,-97.9692212
Jason,Castro,215,2010-06-22,75,2015-10-04,http://www.baseball-reference.com/players/c/castrja01.shtml,Castro Valley,CA,1987,37.709748,-122.062347
Brian,Keyser,180,1995-06-02,73,1996-09-29,http://www.baseball-reference.com/players/k/keysebr01.shtml,Castro Valley,CA,1966,37.709748,-122.062347
Kevin,Maas,195,1990-06-29,75,1995-06-20,http://www.baseball-reference.com/players/m/maaske01.shtml,Castro Valley,CA,1965,37.709748,-122.062347
Ed,Sprague,215,1991-05-07,74,2001-10-07,http://www.baseball-reference.com/players/s/spraged02.shtml,Castro Valley,CA,1967,37.709748,-122.062347
Greg,Tabor,165,1987-09-10,72,1987-10-04,http://www.baseball-reference.com/players/t/taborgr01.shtml,Castro Valley,CA,1961,37.709748,-122.062347
Buck,Freeman,169,1891-06-27,69,1907-04-20,http://www.baseball-reference.com/players/f/freembu01.shtml,Catasauqua,PA,1871,40.653969,-75.460977
Dale,Matthewson,145,1943-07-03,71,1944-07-30,http://www.baseball-reference.com/players/m/matthda01.shtml,Catasauqua,PA,1923,40.653969,-75.460977
Jimmy,Williams,,,,,http://www.baseball-reference.com/players/w/williji99.shtml,Catawba,OH,1847,39.999547,-83.622832
Bobby,Rhawn,180,1947-09-17,68,1949-07-31,http://www.baseball-reference.com/players/r/rhawnbo01.shtml,Catawissa,PA,1919,40.953110,-76.459943
George,Gill,185,1937-05-04,73,1939-09-27,http://www.baseball-reference.com/players/g/gillge01.shtml,Catchings,MS,1909,34.2532622,-90.2735265
Ben,Sanders,210,1888-06-06,72,1892-10-14,http://www.baseball-reference.com/players/s/sandebe01.shtml,Catharpin,VA,1865,38.8543718,-77.5720749
Ron,Schueler,205,1972-04-16,76,1979-07-04,http://www.baseball-reference.com/players/s/schuero01.shtml,Catherine,KS,1948,39.12694,-94.6792749
Deacon,White,175,1871-05-04,71,1890-10-04,http://www.baseball-reference.com/players/w/whitede01.shtml,Caton,NY,1847,42.0561853,-77.0277447
Elmer,White,,1871-05-04,,1871-09-27,http://www.baseball-reference.com/players/w/whiteel01.shtml,Caton,NY,1849,42.0561853,-77.0277447
Will,White,175,1877-07-20,69,1886-07-05,http://www.baseball-reference.com/players/w/whitewi01.shtml,Caton,NY,1854,42.0561853,-77.0277447
Charlie,Maisel,,1915-10-02,72,1915-10-02,http://www.baseball-reference.com/players/m/maisech01.shtml,Catonsville,MD,1894,39.264456,-76.741694
Fritz,Maisel,170,1913-08-11,67,1918-08-28,http://www.baseball-reference.com/players/m/maisefr01.shtml,Catonsville,MD,1889,39.264456,-76.741694
George,Maisel,180,1913-05-01,70,1922-09-30,http://www.baseball-reference.com/players/m/maisege01.shtml,Catonsville,MD,1892,39.264456,-76.741694
Mickey,Brantley,180,1986-08-09,70,1989-06-01,http://www.baseball-reference.com/players/b/brantmi01.shtml,Catskill,NY,1961,42.214755,-73.858514
Bill,Stafford,188,1960-08-17,73,1967-09-19,http://www.baseball-reference.com/players/s/staffbi01.shtml,Catskill,NY,1938,42.214755,-73.858514
Ryne,Duren,190,1954-09-25,74,1965-08-18,http://www.baseball-reference.com/players/d/durenry01.shtml,Cazenovia,WI,1929,43.525252,-90.204040
Vic,Willis,185,1898-04-20,74,1910-09-05,http://www.baseball-reference.com/players/w/willivi01.shtml,Cecil County,MD,1876,39.5729428,-75.9381805
Roy,Bruner,165,1939-09-14,72,1941-06-08,http://www.baseball-reference.com/players/b/brunero01.shtml,Cecilia,KY,1917,37.656859,-85.953022
Mitch,Talbot,180,2008-09-15,73,2011-09-24,http://www.baseball-reference.com/players/t/talbomi01.shtml,Cedar City,UT,1983,37.6774769,-113.061893
Matt,Wagner,215,1996-06-05,77,1996-09-22,http://www.baseball-reference.com/players/w/wagnema02.shtml,Cedar Falls,IA,1972,42.519402,-92.452656
Mike,Boddicker,172,1980-10-04,71,1993-06-13,http://www.baseball-reference.com/players/b/boddimi01.shtml,Cedar Rapids,IA,1957,41.967048,-91.677760
Cal,Eldred,215,1991-09-24,76,2005-10-01,http://www.baseball-reference.com/players/e/eldreca01.shtml,Cedar Rapids,IA,1967,41.967048,-91.677760
Ben,Ford,200,1998-08-20,79,2004-09-26,http://www.baseball-reference.com/players/f/fordbe01.shtml,Cedar Rapids,IA,1975,41.967048,-91.677760
Bill,Hoffer,155,1895-04-26,69,1901-07-04,http://www.baseball-reference.com/players/h/hoffebi01.shtml,Cedar Rapids,IA,1870,41.967048,-91.677760
Bruce,Kimm,175,1976-05-04,71,1980-09-19,http://www.baseball-reference.com/players/k/kimmbr01.shtml,Cedar Rapids,IA,1951,41.967048,-91.677760
Wes,Obermueller,195,2002-09-20,74,2007-07-13,http://www.baseball-reference.com/players/o/obermwe01.shtml,Cedar Rapids,IA,1976,41.967048,-91.677760
Dick,Rozek,190,1950-04-29,72,1954-05-16,http://www.baseball-reference.com/players/r/rozekdi01.shtml,Cedar Rapids,IA,1927,41.967048,-91.677760
Scott,Schebler,225,2015-06-05,72,2015-10-04,http://www.baseball-reference.com/players/s/schebsc01.shtml,Cedar Rapids,IA,1990,41.967048,-91.677760
Shawn,Sedlacek,200,2002-06-18,76,2002-09-27,http://www.baseball-reference.com/players/s/sedlash01.shtml,Cedar Rapids,IA,1977,41.967048,-91.677760
Cy,Slapnicka,165,1911-09-26,70,1918-08-08,http://www.baseball-reference.com/players/s/slapncy01.shtml,Cedar Rapids,IA,1886,41.967048,-91.677760
Ryan,Sweeney,225,2006-09-01,76,2014-08-26,http://www.baseball-reference.com/players/s/sweenry01.shtml,Cedar Rapids,IA,1985,41.967048,-91.677760
Greg,Thayer,182,1978-04-07,71,1978-06-26,http://www.baseball-reference.com/players/t/thayegr01.shtml,Cedar Rapids,IA,1949,41.967048,-91.677760
John,Wathan,205,1976-05-26,74,1985-10-06,http://www.baseball-reference.com/players/w/wathajo01.shtml,Cedar Rapids,IA,1949,41.967048,-91.677760
Earl,Whitehill,174,1923-09-15,69,1939-09-30,http://www.baseball-reference.com/players/w/whiteea01.shtml,Cedar Rapids,IA,1899,41.967048,-91.677760
Ernie,Groth,175,1904-09-06,71,1904-10-07,http://www.baseball-reference.com/players/g/grother01.shtml,Cedarburg,WI,1884,43.298547,-87.989107
Phil,Douglas,190,1912-08-30,75,1922-07-30,http://www.baseball-reference.com/players/d/douglph01.shtml,Cedartown,GA,1890,34.021749,-85.247531
Bumpus,Jones,,1892-10-15,,1893-07-14,http://www.baseball-reference.com/players/j/jonesbu01.shtml,Cedarville,OH,1870,39.748424,-83.812177
Hack,Miller,215,1944-04-18,71,1945-07-05,http://www.baseball-reference.com/players/m/milleha02.shtml,Celeste,TX,1913,33.291733,-96.196235
Jackie,Tavener,138,1921-09-24,65,1929-10-06,http://www.baseball-reference.com/players/t/tavenja01.shtml,Celina,OH,1897,40.555331,-84.563268
Kevin,Gausman,190,2013-05-23,75,2015-09-30,http://www.baseball-reference.com/players/g/gausmke01.shtml,Centennial,CO,1991,39.590568,-104.869118
Pea Ridge,Day,190,1924-09-19,72,1931-09-21,http://www.baseball-reference.com/players/d/daype01.shtml,Center,MO,1899,39.509557,-91.529148
Carl,Boles,185,1962-08-02,71,1962-10-02,http://www.baseball-reference.com/players/b/bolesca01.shtml,Center Point,AR,1934,35.0973081,-92.1473706
Bert,Heffernan,185,1992-05-13,70,1992-06-04,http://www.baseball-reference.com/players/h/heffebe01.shtml,Centereach,NY,1965,40.869569,-73.080798
Barry,Jones,225,1986-07-18,76,1993-05-22,http://www.baseball-reference.com/players/j/jonesba01.shtml,Centerville,IN,1963,39.826194,-84.987068
Dan,Griner,200,1912-08-17,73,1918-06-08,http://www.baseball-reference.com/players/g/grineda01.shtml,Centerville,TN,1888,35.826057,-87.437441
Mike,Smithson,215,1982-08-27,80,1989-09-28,http://www.baseball-reference.com/players/s/smithmi03.shtml,Centerville,TN,1955,35.826057,-87.437441
Walter,Mueller,160,1922-05-07,68,1926-09-25,http://www.baseball-reference.com/players/m/muellwa01.shtml,Central,MO,1894,37.4650531,-90.3467837
Jack,Richardson,197,1915-09-17,75,1916-04-13,http://www.baseball-reference.com/players/r/richaja01.shtml,Central City,IL,1892,39.8019322,-105.5141638
Bill,Wilson,200,1950-09-24,74,1955-09-13,http://www.baseball-reference.com/players/w/wilsobi02.shtml,Central City,NE,1928,41.1158475,-98.0017248
Charley,Bassett,150,1884-07-22,70,1892-10-15,http://www.baseball-reference.com/players/b/bassech01.shtml,Central Falls,RI,1863,41.890064,-71.393481
Roland,Hemond,,,,,http://www.baseball-reference.com/players/h/hemonro99.shtml,Central Falls,RI,1929,41.890064,-71.393481
Max,Surkont,195,1949-04-19,73,1957-05-01,http://www.baseball-reference.com/players/s/surkoma01.shtml,Central Falls,RI,1922,41.890064,-71.393481
Hi,Church,,1890-08-23,,1890-08-25,http://www.baseball-reference.com/players/c/churchi01.shtml,Central Square,NY,1863,43.285986,-76.141879
Brian,Dinkelman,195,2011-06-04,71,2011-09-28,http://www.baseball-reference.com/players/d/dinkebr01.shtml,Centralia,IL,1983,38.522073,-89.123541
Bryan,Eversgerd,190,1994-04-30,73,1998-09-26,http://www.baseball-reference.com/players/e/eversbr01.shtml,Centralia,IL,1969,38.522073,-89.123541
Gary,Gaetti,180,1981-09-20,72,2000-04-12,http://www.baseball-reference.com/players/g/gaettga01.shtml,Centralia,IL,1958,38.522073,-89.123541
Gene,Paulette,150,1911-06-16,72,1920-10-03,http://www.baseball-reference.com/players/p/paulege01.shtml,Centralia,IL,1891,38.522073,-89.123541
John,Chapman,175,1924-06-28,70,1924-09-01,http://www.baseball-reference.com/players/c/chapmjo01.shtml,Centralia,PA,1899,40.804486,-76.344007
Bob,Coluccio,183,1973-04-15,71,1978-07-28,http://www.baseball-reference.com/players/c/colucbo01.shtml,Centralia,WA,1951,46.723086,-122.969619
Lyle,Overbay,235,2001-09-19,74,2014-09-28,http://www.baseball-reference.com/players/o/overbly01.shtml,Centralia,WA,1977,46.723086,-122.969619
Brock,Peterson,230,2013-07-20,75,2013-09-29,http://www.baseball-reference.com/players/p/peterbr02.shtml,Centralia,WA,1983,46.723086,-122.969619
Cal,Emery,205,1963-07-15,74,1963-09-20,http://www.baseball-reference.com/players/e/emeryca01.shtml,Centre Hall,PA,1937,40.844791,-77.685049
Ed,Freed,165,1942-09-11,66,1942-09-27,http://www.baseball-reference.com/players/f/freeded01.shtml,Centre Valley,PA,1919,40.529266,-75.3932359
Fresco,Thompson,150,1925-09-05,68,1934-04-22,http://www.baseball-reference.com/players/t/thompfr03.shtml,Centreville,AL,1902,32.958798,-87.132305
Byron,Gettis,240,2004-05-27,72,2004-07-01,http://www.baseball-reference.com/players/g/gettiby01.shtml,Centreville,IL,1980,38.569235,-90.122284
Marshall,Renfroe,180,1959-09-27,72,1959-09-27,http://www.baseball-reference.com/players/r/renfrma01.shtml,Century,FL,1936,30.977307,-87.264724
Rasty,Wright,160,1917-06-22,71,1923-10-04,http://www.baseball-reference.com/players/w/wrighra02.shtml,Ceredo,WV,1895,38.393812,-82.550074
Henry,Baldwin,180,1927-05-22,71,1927-06-03,http://www.baseball-reference.com/players/b/baldwhe01.shtml,Chadds Ford,PA,1894,39.8717773,-75.5913177
Tommy,Manzella,200,2009-09-08,74,2010-10-03,http://www.baseball-reference.com/players/m/manzeto01.shtml,Chalmette,LA,1983,29.944015,-89.966005
Ike,Brookens,170,1975-06-17,77,1975-06-25,http://www.baseball-reference.com/players/b/brookik01.shtml,Chambersburg,PA,1949,39.931433,-77.655642
Tom,Brookens,165,1979-07-10,70,1990-09-30,http://www.baseball-reference.com/players/b/brookto01.shtml,Chambersburg,PA,1953,39.931433,-77.655642
Gus,Dorner,176,1902-09-17,70,1909-05-17,http://www.baseball-reference.com/players/d/dornegu01.shtml,Chambersburg,PA,1876,39.931433,-77.655642
Rube,Manning,180,1907-09-25,72,1910-08-22,http://www.baseball-reference.com/players/m/manniru01.shtml,Chambersburg,PA,1883,39.931433,-77.655642
Bob,Moorhead,208,1962-04-11,73,1965-09-20,http://www.baseball-reference.com/players/m/moorhbo01.shtml,Chambersburg,PA,1938,39.931433,-77.655642
Piggy,Ward,196,1883-06-12,69,1894-09-30,http://www.baseball-reference.com/players/w/wardpi01.shtml,Chambersburg,PA,1867,39.931433,-77.655642
Fred,Brainard,176,1914-10-06,72,1916-04-13,http://www.baseball-reference.com/players/b/brainfr01.shtml,Champaign,IL,1892,40.115057,-88.273652
Steve,Dunn,225,1994-05-03,76,1995-09-28,http://www.baseball-reference.com/players/d/dunnst02.shtml,Champaign,IL,1970,40.115057,-88.273652
Scott,Garrelts,195,1982-10-02,76,1991-06-10,http://www.baseball-reference.com/players/g/garresc01.shtml,Champaign,IL,1961,40.115057,-88.273652
Matt,Herges,200,1999-08-03,72,2009-10-04,http://www.baseball-reference.com/players/h/hergema01.shtml,Champaign,IL,1970,40.115057,-88.273652
George,Huff,,,,,http://www.baseball-reference.com/players/h/huffge99.shtml,Champaign,IL,1872,40.115057,-88.273652
Troy,Mattes,230,2001-06-19,79,2001-07-27,http://www.baseball-reference.com/players/m/mattetr01.shtml,Champaign,IL,1975,40.115057,-88.273652
Big Jeff,Pfeffer,185,1905-04-15,73,1911-10-09,http://www.baseball-reference.com/players/p/pfeffbi01.shtml,Champaign,IL,1882,40.115057,-88.273652
Roy,Radebaugh,160,1911-09-22,67,1911-09-28,http://www.baseball-reference.com/players/r/radebro01.shtml,Champaign,IL,1881,40.115057,-88.273652
Hal,Spindel,185,1939-04-23,72,1946-06-09,http://www.baseball-reference.com/players/s/spindha01.shtml,Chandler,OK,1913,35.705536,-96.861948
Sam,Demel,210,2010-06-16,72,2012-08-21,http://www.baseball-reference.com/players/d/demelsa01.shtml,Channelview,TX,1985,29.793023,-95.114482
Paul,Lindblad,185,1965-09-15,73,1978-10-01,http://www.baseball-reference.com/players/l/lindbpa01.shtml,Chanute,KS,1941,37.668986,-95.461164
Bunny,Hearn,190,1910-09-17,71,1920-07-02,http://www.baseball-reference.com/players/h/hearnbu01.shtml,Chapel Hill,NC,1891,35.928120,-79.037420
Mike,Minor,210,2010-08-09,76,2014-09-20,http://www.baseball-reference.com/players/m/minormi01.shtml,Chapel Hill,TN,1987,35.628728,-86.694932
Al,Shealy,175,1928-04-13,71,1930-09-03,http://www.baseball-reference.com/players/s/shealal01.shtml,Chapin,SC,1900,34.163942,-81.338500
Joe,Taylor,185,1954-08-26,73,1959-07-21,http://www.baseball-reference.com/players/t/taylojo01.shtml,Chapman,AL,1926,31.6712685,-86.7121954
Andrew,Brown,230,2006-08-13,78,2008-07-25,http://www.baseball-reference.com/players/b/brownan01.shtml,Chardon,OH,1981,41.579289,-81.209060
Vive,Lindaman,200,1906-04-14,73,1909-07-07,http://www.baseball-reference.com/players/l/lindavi01.shtml,Charles City,IA,1877,43.0663613,-92.6724111
Otis,Davis,160,1946-04-22,72,1946-04-22,http://www.baseball-reference.com/players/d/davisot01.shtml,Charleston,AR,1920,35.295746,-94.044882
Marty,Pattin,180,1968-05-14,71,1980-10-01,http://www.baseball-reference.com/players/p/pattima01.shtml,Charleston,IL,1943,39.484830,-88.177609
Rosie,Rosebraugh,,1898-09-21,,1899-07-05,http://www.baseball-reference.com/players/r/rosebze01.shtml,Charleston,IL,1875,39.484830,-88.177609
John,Bass,150,1871-05-04,66,1877-08-20,http://www.baseball-reference.com/players/b/bassjo01.shtml,Charleston,MD,1848,39.282646,-76.5999369
Ernie,Nevel,190,1950-09-26,71,1953-05-30,http://www.baseball-reference.com/players/n/neveler01.shtml,Charleston,MO,1919,36.916934,-89.333912
Matt,Whiteside,185,1992-08-05,72,2005-05-07,http://www.baseball-reference.com/players/w/whitema02.shtml,Charleston,MO,1967,36.916934,-89.333912
Al,Jones,210,1983-08-06,76,1985-09-30,http://www.baseball-reference.com/players/j/jonesal02.shtml,Charleston,MS,1959,34.007653,-90.055166
Tom,Colcolough,180,1893-08-01,70,1899-07-16,http://www.baseball-reference.com/players/c/colcoto01.shtml,Charleston,SC,1870,32.817930,-79.958960
Mike,Cook,200,1986-07-01,75,1993-10-03,http://www.baseball-reference.com/players/c/cookmi01.shtml,Charleston,SC,1963,32.817930,-79.958960
Bryce,Florie,185,1994-07-17,72,2001-07-21,http://www.baseball-reference.com/players/f/floribr01.shtml,Charleston,SC,1970,32.817930,-79.958960
Ken,Gerhart,190,1986-09-14,72,1988-10-02,http://www.baseball-reference.com/players/g/gerhake01.shtml,Charleston,SC,1961,32.817930,-79.958960
Pat,Luby,185,1890-06-16,72,1895-06-11,http://www.baseball-reference.com/players/l/lubypa01.shtml,Charleston,SC,1869,32.817930,-79.958960
Tom,Martin,200,1997-04-02,73,2007-07-19,http://www.baseball-reference.com/players/m/martito02.shtml,Charleston,SC,1970,32.817930,-79.958960
Chris,McGuiness,210,2013-06-07,73,2013-06-17,http://www.baseball-reference.com/players/m/mcguich01.shtml,Charleston,SC,1988,32.817930,-79.958960
Drew,Meyer,200,2006-04-21,70,2006-05-09,http://www.baseball-reference.com/players/m/meyerdr01.shtml,Charleston,SC,1981,32.817930,-79.958960
Chris,Owings,190,2013-09-03,70,2015-10-04,http://www.baseball-reference.com/players/o/owingch01.shtml,Charleston,SC,1991,32.817930,-79.958960
Eddie,Shokes,170,1941-06-09,72,1946-09-29,http://www.baseball-reference.com/players/s/shokeed01.shtml,Charleston,SC,1920,32.817930,-79.958960
Charley,Smith,170,1960-09-08,73,1969-04-22,http://www.baseball-reference.com/players/s/smithch04.shtml,Charleston,SC,1937,32.817930,-79.958960
Gorman,Thomas,210,1973-04-06,74,1986-10-05,http://www.baseball-reference.com/players/t/thomago01.shtml,Charleston,SC,1950,32.817930,-79.958960
Fritz,Von Kolnitz,175,1914-04-18,70,1916-09-17,http://www.baseball-reference.com/players/v/vonkofr01.shtml,Charleston,SC,1893,32.817930,-79.958960
Larry,Carter,195,1992-09-06,77,1992-10-03,http://www.baseball-reference.com/players/c/cartela01.shtml,Charleston,WV,1965,38.348692,-81.632324
Bill,Hall,250,1913-07-04,74,1913-07-18,http://www.baseball-reference.com/players/h/hallbi01.shtml,Charleston,WV,1894,38.348692,-81.632324
J. R.,House,215,2003-09-27,72,2008-08-19,http://www.baseball-reference.com/players/h/housejr01.shtml,Charleston,WV,1979,38.348692,-81.632324
Ed,Kenna,180,1902-05-05,72,1902-05-09,http://www.baseball-reference.com/players/k/kennaed01.shtml,Charleston,WV,1877,38.348692,-81.632324
John,Kruk,170,1986-04-07,70,1995-07-30,http://www.baseball-reference.com/players/k/krukjo01.shtml,Charleston,WV,1961,38.348692,-81.632324
Shano,Collins,185,1910-04-21,72,1925-05-15,http://www.baseball-reference.com/players/c/collish01.shtml,Charlestown,MA,1885,42.3778749,-71.0619956
Clarence,Dow,,1884-09-22,,1884-09-22,http://www.baseball-reference.com/players/d/dowcl01.shtml,Charlestown,MA,1854,42.3778749,-71.0619956
